clean_node,original_node,ontology_id,ontology_name,umls_id,label,match_score,semantic_type,source,alternative_matches
your doctor,[Event: your doctor],C3481587,LNC,C3481587,Did your doctor-s seem to understand your needs,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C3483326"", ""name"": ""Did your doctor-s seem to respect your opinions"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C3481586"", ""name"": ""Did your doctor-s seem to understand your needs:Find:Pt:^Patient:Ord:FACIT"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C3483325"", ""name"": ""Did your doctor-s seem to respect your opinions:Find:Pt:^Patient:Ord:FACIT"", ""source"": ""LNC"", ""score"": 0.8}]"
your health history,[Event: your health history],UNKNOWN:YOUR HEA,UNKNOWN,,your health history,0.0,Medical Concept,fallback,[]
heart and lungs,heart and lungs,C0476660,MTH,C0476660,Encounter due to heart and lungs transplant status,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C5419048"", ""name"": ""Transplanted Organ or Tissue Status Other than Kidney, Heart, Lung, Heart and Lungs, Liver, Skin, Bone, or Corneal Transplant"", ""source"": ""NCI"", ""score"": 0.8}, {""umls_id"": ""C0553534"", ""name"": ""Cardiopulmonary"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1968961"", ""name"": ""Benign tumors of the eye, heart, and lungs"", ""source"": ""OMIM"", ""score"": 0.5}]"
strength and endurance,strength and endurance,C4699736,LNC,C4699736,"Strength, power, and endurance training for head, neck, limb, pelvic-floor, trunk, and ventilatory muscles",0.5,Medical Concept,umls_api,"[{""umls_id"": ""C4699738"", ""name"": ""Strength, power, and endurance training for head, neck, limb, pelvic-floor, trunk, and ventilatory muscles: Aquatic programs"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C4699740"", ""name"": ""Strength, power, and endurance training for head, neck, limb, pelvic-floor, trunk, and ventilatory muscles: Task-specific performance training"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C0993920"", ""name"": ""Therapeutic procedures to improve respiratory function or increase strength or endurance of respiratory muscles, two or more individuals (includes monitoring)"", ""source"": ""HCPCS"", ""score"": 0.5}]"
mathematics reasoning,mathematics reasoning,UNKNOWN:MATHEMAT,UNKNOWN,,mathematics reasoning,0.0,Medical Concept,fallback,[]
writing skills,writing skills,C0871623,CHV,C0871623,writing skills,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C4305397"", ""name"": ""Writing skills training"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C4314750"", ""name"": ""Minimal reading and writing skills"", ""source"": ""OMIM"", ""score"": 0.8}]"
first breath,first breath,C5979543,LNC,C5979543,Date of first screening for shortness of breath,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C4055326"", ""name"": ""CRQ-SAS First Administration Version - Feel Upset When Had Difficulty Getting Breath"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C3169471"", ""name"": ""How old were you when you had your first wheezing attack leaving you short of breath"", ""source"": ""LNC"", ""score"": 0.5}, {""umls_id"": ""C5979542"", ""name"": ""Date of first screening for shortness of breath:Date:RptPeriod:^Patient:Qn:CMS Assessment"", ""source"": ""LNC"", ""score"": 0.5}]"
developmental dyscalculia,developmental dyscalculia,C1395913,MSH,C1395913,Developmental Dyscalculia,1.0,Disease or Syndrome,umls_api,[]
physician,physician,C0031831,MTH,C0031831,Physicians,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0804815"", ""name"": ""Physician:ID:Pt:^Patient:Nom"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0031833"", ""name"": ""Physician Assistant"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1320929"", ""name"": ""Attending physician"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
head fullness,head fullness,C0856864,MTH,C0856864,Headache fullness,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0564894"", ""name"": ""Full thickness burn of head"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C4545543"", ""name"": ""Full thickness burn of head and neck"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C4545544"", ""name"": ""Full thickness burn of head and/or neck"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
chromosomal analysis,chromosomal analysis,C0853259,MDR,C0853259,Chromosomal analysis,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C1880079"", ""name"": ""Chromosomal Translocation Analysis"", ""source"": ""NCI"", ""score"": 0.5}, {""umls_id"": ""C0200867"", ""name"": ""Chromosome analysis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C4284948"", ""name"": ""Chromosome painting analysis"", ""source"": ""LNC"", ""score"": 0.5}]"
perforated peptic ulcer,perforated peptic ulcer,C0565310,SNOMEDCT_US,C0565310,Perforated peptic ulcer closure,0.8,Disease or Syndrome,umls_api,"[{""umls_id"": ""C0030925"", ""name"": ""Peptic Ulcer Perforation"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C0267291"", ""name"": ""Acute peptic ulcer with perforation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0267305"", ""name"": ""Chronic peptic ulcer with perforation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
person,person,C1522390,MTH,C1522390,Person Info,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0027361"", ""name"": ""Persons"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0337611"", ""name"": ""contact person"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0524332"", ""name"": ""Adopted person"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
susceptible person,susceptible person,UNKNOWN:SUSCEPTI,UNKNOWN,,susceptible person,0.0,Medical Concept,fallback,[]
twisted spermatic cord,twisted spermatic cord,UNKNOWN:TWISTED ,UNKNOWN,,twisted spermatic cord,0.0,Therapeutic or Preventive Procedure,fallback,[]
vaginal discharge,vaginal discharge,C0227791,MTH,C0227791,Vaginal Discharge,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0438692"", ""name"": ""Vaginal discharge symptom"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0566986"", ""name"": ""Abnormal Vaginal Discharge"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0241623"", ""name"": ""Brown vaginal discharge"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
abdomen,abdomen,C0000726,MTH,C0000726,Abdomen,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C4533248"", ""name"": ""Abdomen and Chest + Abdomen"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C4533246"", ""name"": ""Abdomen and Abdomen + Pelvis"", ""source"": ""LNC"", ""score"": 0.8}, {""umls_id"": ""C0000727"", ""name"": ""Abdomen, Acute"", ""source"": ""MTH"", ""score"": 0.8}]"
abdominal muscles,abdominal muscles,C0000739,MTH,C0000739,Abdominal Muscles,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0426664"", ""name"": ""Abdominal muscles tense"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C4277605"", ""name"": ""Abdominal Oblique Muscles"", ""source"": ""MSH"", ""score"": 0.5}, {""umls_id"": ""C0400224"", ""name"": ""Abdominal repair of levator ani muscles"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
abdominal pain,abdominal pain,C0000737,MTH,C0000737,Abdominal Pain,1.0,Therapeutic or Preventive Procedure,umls_api,"[{""umls_id"": ""C0232492"", ""name"": ""Upper abdominal pain"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0232495"", ""name"": ""Lower abdominal pain"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0344304"", ""name"": ""Generalized abdominal pain"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
blood cell production,blood cell production,C0018951,MSH,C0018951,Hematopoiesis,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C1277078"", ""name"": ""Red blood cells, blood product"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C1304687"", ""name"": ""Human red blood cells, blood product"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0301491"", ""name"": ""Human white blood cell product"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
your heart and lungs,[Event: your heart and lungs],UNKNOWN:YOUR HEA,UNKNOWN,,your heart and lungs,0.0,Medical Concept,fallback,[]
your strength and endurance,[Event: your strength and endurance],UNKNOWN:YOUR STR,UNKNOWN,,your strength and endurance,0.0,Medical Concept,fallback,[]
"[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]","[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]",UNKNOWN:[RECOGNI,UNKNOWN,,"[recognizing numbers or symbols, remembering information such as multiplication tables, or understanding concepts such as fractions]",0.0,Medical Concept,fallback,[]
"[spelling, holding a writing instrument, or forming letters or words on a page]","[spelling, holding a writing instrument, or forming letters or words on a page]",UNKNOWN:[SPELLIN,UNKNOWN,,"[spelling, holding a writing instrument, or forming letters or words on a page]",0.0,Medical Concept,fallback,[]
a baby's first breath,a baby's first breath,UNKNOWN:A BABY'S,UNKNOWN,,a baby's first breath,0.0,Medical Concept,fallback,[]
a defect in the way the brain processes information that relates to numbers,a defect in the way the brain processes information that relates to numbers,UNKNOWN:A DEFECT,UNKNOWN,,a defect in the way the brain processes information that relates to numbers,0.0,Medical Concept,fallback,[]
a feeling of fullness in the head,a feeling of fullness in the head,UNKNOWN:A FEELIN,UNKNOWN,,a feeling of fullness in the head,0.0,Medical Concept,fallback,[]
a fetus using chromosome analysis,a fetus using chromosome analysis,UNKNOWN:A FETUS ,UNKNOWN,,a fetus using chromosome analysis,0.0,Medical Concept,fallback,[]
a perforated peptic ulcer,a perforated peptic ulcer,C0030925,MSH,C0030925,Peptic Ulcer Perforation,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0565310"", ""name"": ""Perforated peptic ulcer closure"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0267291"", ""name"": ""Acute peptic ulcer with perforation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0267305"", ""name"": ""Chronic peptic ulcer with perforation"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
a person,a person,C1522390,MTH,C1522390,Person Info,0.5,Medical Concept,umls_api,"[{""umls_id"": ""C0027361"", ""name"": ""Persons"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0337611"", ""name"": ""contact person"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0524332"", ""name"": ""Adopted person"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
a person susceptible to developing a particular disorder,a person susceptible to developing a particular disorder,UNKNOWN:A PERSON,UNKNOWN,,a person susceptible to developing a particular disorder,0.0,Medical Concept,fallback,[]
a twisted spermatic cord,a twisted spermatic cord,UNKNOWN:A TWISTE,UNKNOWN,,a twisted spermatic cord,0.0,Medical Concept,fallback,[]
"a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge","a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge",UNKNOWN:A VAGINA,UNKNOWN,,"a vaginal discharge that ranges from a watery, pink fluid to a thick, brown, foul-smelling discharge",0.0,Medical Concept,fallback,[]
a vitamin deficiency,a vitamin deficiency,C1510471,MTH,C1510471,Vitamin Deficiency,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0042870"", ""name"": ""Vitamin D Deficiency"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0042842"", ""name"": ""Vitamin A Deficiency"", ""source"": ""MTH"", ""score"": 0.5}, {""umls_id"": ""C0042880"", ""name"": ""Vitamin K Deficiency"", ""source"": ""MTH"", ""score"": 0.5}]"
ability of the marrow to produce healthy new blood cells,ability of the marrow to produce healthy new blood cells,UNKNOWN:ABILITY ,UNKNOWN,,ability of the marrow to produce healthy new blood cells,0.0,Medical Concept,fallback,[]
ability to remember and learn,ability to remember and learn,UNKNOWN:ABILITY ,UNKNOWN,,ability to remember and learn,0.0,Medical Concept,fallback,[]
ability to stand and walk,ability to stand and walk,UNKNOWN:ABILITY ,UNKNOWN,,ability to stand and walk,0.0,Medical Concept,fallback,[]
abnormal bleeding from the vagina,abnormal bleeding from the vagina,UNKNOWN:ABNORMAL,UNKNOWN,,abnormal bleeding from the vagina,0.0,Medical Concept,fallback,[]
abnormal vaginal bleeding,abnormal vaginal bleeding,C0578503,MTH,C0578503,Abnormal vaginal bleeding,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0495115"", ""name"": ""Other abnormal uterine and vaginal bleeding"", ""source"": ""ICD10CM"", ""score"": 0.5}, {""umls_id"": ""C0495117"", ""name"": ""Abnormal uterine and vaginal bleeding, unspecified"", ""source"": ""ICD10"", ""score"": 0.5}, {""umls_id"": ""C0477786"", ""name"": ""Other specified abnormal uterine and vaginal bleeding"", ""source"": ""ICD10"", ""score"": 0.5}]"
abnormalities,abnormalities,C0015393,MSH,C0015393,Eye Abnormalities,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0040427"", ""name"": ""Tooth Abnormalities"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0042063"", ""name"": ""Urogenital Abnormalities"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0026633"", ""name"": ""Mouth Abnormalities"", ""source"": ""MSH"", ""score"": 0.8}]"
abnormality in your uterus,abnormality in your uterus,UNKNOWN:ABNORMAL,UNKNOWN,,abnormality in your uterus,0.0,Medical Concept,fallback,[]
about 4 million people,about 4 million people,UNKNOWN:ABOUT 4 ,UNKNOWN,,about 4 million people,0.0,Medical Concept,fallback,[]
above each angle of the jaw,above each angle of the jaw,UNKNOWN:ABOVE EA,UNKNOWN,,above each angle of the jaw,0.0,Medical Concept,fallback,[]
above normal,above normal,C0948023,MTH,C0948023,Urine phosphorous concentration above normal,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0151475"", ""name"": ""Aldosterone level increased above normal"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C1522136"", ""name"": ""Serum sodium above normal level"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C3163633"", ""name"": ""Elevated"", ""source"": ""MTH"", ""score"": 0.5}]"
absence of menstrual periods,absence of menstrual periods,UNKNOWN:ABSENCE ,UNKNOWN,,absence of menstrual periods,0.0,Medical Concept,fallback,[]
accidents,accidents,C0000924,MTH,C0000924,Accidents,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0000930"", ""name"": ""Industrial Accidents"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0000929"", ""name"": ""Home Accidents"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0000928"", ""name"": ""Aircraft accidents"", ""source"": ""MTH"", ""score"": 0.8}]"
acetaminophen,acetaminophen,C0000970,MTH,C0000970,acetaminophen,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0373527"", ""name"": ""Acetaminophen measurement"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C2917659"", ""name"": ""Acetaminophen [EPC]"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C2351132"", ""name"": ""Acetaminophen / Codeine"", ""source"": ""MTH"", ""score"": 0.8}]"
acid,acid,C0001128,MTH,C0001128,Acids,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0016410"", ""name"": ""folic acid"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0000983"", ""name"": ""acetic acid"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0042291"", ""name"": ""valproic acid"", ""source"": ""MTH"", ""score"": 0.8}]"
acidic taste in your mouth,acidic taste in your mouth,UNKNOWN:ACIDIC T,UNKNOWN,,acidic taste in your mouth,0.0,Medical Concept,fallback,[]
acrylic resin,acrylic resin,C0001222,MSH,C0001222,Acrylic Resins,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0076994"", ""name"": ""Triad Acrylic Resin"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0173024"", ""name"": ""Bio acrylic resin"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0302587"", ""name"": ""Radio-Opaque acrylic resin"", ""source"": ""MSH"", ""score"": 0.8}]"
activities,activities,C0441655,MTH,C0441655,Activities,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0023292"", ""name"": ""Leisure Activities"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0242481"", ""name"": ""Research Activities"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C0013652"", ""name"": ""Educational Activities"", ""source"": ""MSH"", ""score"": 0.8}]"
acute bronchitis,acute bronchitis,C0149514,MTH,C0149514,Acute bronchitis,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0348798"", ""name"": ""Acute echovirus bronchitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0555994"", ""name"": ""Acute coxsackievirus bronchitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}, {""umls_id"": ""C0494648"", ""name"": ""Acute streptococcal bronchitis"", ""source"": ""SNOMEDCT_US"", ""score"": 0.5}]"
acyclovir,acyclovir,C0001367,MTH,C0001367,acyclovir,1.0,Medical Concept,umls_api,"[{""umls_id"": ""C0282040"", ""name"": ""acyclovir sodium"", ""source"": ""MTH"", ""score"": 0.8}, {""umls_id"": ""C2928719"", ""name"": ""acyclovir / hydrocortisone"", ""source"": ""RXNORM"", ""score"": 0.8}, {""umls_id"": ""C4050095"", ""name"": ""acyclovir Injection"", ""source"": ""MTH"", ""score"": 0.8}]"
addiction,addiction,C0524662,MTH,C0524662,Opiate Addiction,0.8,Medical Concept,umls_api,"[{""umls_id"": ""C0236804"", ""name"": ""Amphetamine Addiction"", ""source"": ""MSH"", ""score"": 0.8}, {""umls_id"": ""C0278080"", ""name"": ""Physical addiction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}, {""umls_id"": ""C0338741"", ""name"": ""Absinthe addiction"", ""source"": ""SNOMEDCT_US"", ""score"": 0.8}]"
